PoS-tag n-grams (raw counts)	1939__DWF	1939__DNS	1939__NWF	1939__NNS	1939__MVP	1939__OFL	1980__DWF	1980__NNS	1980__NWF	1980__DNS	1980__MVP	1980__OFL	DEU	NDL
('VERB', 'ADJ', 'PART')	1	8	1	2	10	0	5	20	9	5	1	2	50	8
('PUNCT', 'VERB', 'CCONJ')	113	99	16	5	47	3	65	42	17	8	13	34	364	31
('VERB', 'ADV', 'VERB')	122	63	31	17	57	7	80	68	30	8	6	16	51	41
('VERB', 'ADJ', 'NUM')	0	3	1	0	2	0	3	2	0	0	1	0	171	0
('ADJ', 'NUM', 'CCONJ')	0	0	2	0	2	0	0	0	3	0	0	1	20	2
('NUM', 'CCONJ', 'VERB')	2	2	0	0	4	0	2	0	0	0	0	0	37	11
('ADV', 'NUM', 'DET')	0	1	0	0	1	0	0	0	2	0	3	1	124	3
('PROPN', 'ADP', 'PRON')	47	38	6	4	70	0	39	30	17	2	3	8	916	27
('AUX', 'NOUN', 'NOUN')	2	8	3	2	7	1	5	17	2	1	2	1	219	9
('AUX', 'NOUN', 'ADV')	24	23	9	5	37	1	19	67	19	6	4	11	321	21
('AUX', 'PROPN', 'PUNCT')	7	13	4	5	28	0	20	24	9	1	2	7	232	86
('ADJ', 'DET', 'PUNCT')	0	3	2	6	3	0	1	2	2	0	2	0	62	6
('DET', 'PUNCT', 'CCONJ')	0	3	1	7	9	0	1	4	0	2	0	0	6	1
('SCONJ', 'PRON', 'NUM')	11	21	6	1	15	3	2	6	6	6	2	2	43	17
('PRON', 'NUM', 'ADJ')	2	13	0	0	3	1	3	3	2	2	1	0	68	5
('NUM', 'ADJ', 'AUX')	0	3	1	0	2	0	0	1	1	0	0	1	95	2
('CCONJ', 'CCONJ', 'PROPN')	0	4	0	1	2	0	0	0	0	1	0	0	9	1
('PART', 'ADJ', 'DET')	0	8	0	3	7	0	5	9	4	1	1	1	53	1
('PART', 'ADJ', 'NOUN')	27	32	3	7	26	3	23	36	22	8	7	3	643	29
('PUNCT', 'SCONJ', 'SCONJ')	51	7	29	14	62	8	123	40	5	1	4	40	64	10
('SCONJ', 'SCONJ', 'PRON')	38	12	29	12	53	5	86	35	10	1	3	22	27	9
('NOUN', 'PRON', 'NOUN')	15	19	4	3	43	2	19	41	8	4	4	5	3309	45
('NOUN', 'PROPN', 'ADJ')	3	8	2	3	36	1	10	7	8	1	5	2	627	36
('PROPN', 'ADJ', 'ADP')	6	29	9	5	49	1	10	20	13	2	2	2	611	26
('PRON', 'DET', 'PRON')	20	7	7	1	11	2	14	5	2	0	2	3	12	4
('DET', 'PRON', 'ADJ')	4	6	2	1	15	0	2	10	4	1	2	1	128	20
('NOUN', 'PART', 'NUM')	1	2	0	0	1	0	0	1	0	0	0	0	3	0
('NUM', 'AUX', 'PUNCT')	2	4	1	0	7	0	1	5	3	5	0	0	56	9
('PUNCT', 'PART', 'ADV')	25	36	8	2	32	2	19	21	6	7	4	33	280	14
('ADP', 'DET', 'CCONJ')	7	9	3	1	16	0	5	5	1	1	0	5	76	0
('DET', 'CCONJ', 'ADP')	1	1	0	0	3	0	0	0	0	0	0	2	0	0
('DET', 'NOUN', 'NUM')	24	50	6	0	57	3	67	19	13	31	8	25	4383	194
('NOUN', 'NUM', 'NOUN')	26	39	8	0	34	8	70	41	23	12	5	17	1985	170
('CCONJ', 'NOUN', 'NOUN')	18	12	13	5	45	0	45	51	11	5	3	2	204	31
('NOUN', 'NOUN', 'PROPN')	1	7	1	0	63	2	13	17	5	3	4	6	317	43
('AUX', 'NOUN', 'PROPN')	2	26	1	0	42	0	6	4	2	0	4	3	308	30
('PROPN', 'ADP', 'VERB')	0	5	4	4	10	0	3	22	7	1	0	1	63	14
('ADV', 'PART', 'PART')	24	19	4	2	30	2	6	12	7	2	4	4	123	7
('ADP', 'NOUN', 'NUM')	2	22	3	0	11	2	11	38	31	12	4	12	1340	223
('PROPN', 'VERB', 'SCONJ')	0	1	1	2	0	0	0	30	12	0	0	0	0	104
('VERB', 'PRON', 'NUM')	19	38	6	0	23	0	22	17	8	5	2	12	158	20
('PRON', 'NUM', 'PUNCT')	0	9	0	0	5	0	5	2	1	3	0	1	19	5
('NUM', 'PUNCT', 'ADV')	5	15	2	0	14	0	6	9	1	3	0	8	147	31
('PRON', 'ADJ', 'PROPN')	0	5	4	1	7	0	0	9	5	0	0	2	56	3
('ADP', 'ADJ', 'PART')	2	2	5	0	9	0	0	21	2	2	0	0	58	5
('VERB', 'NOUN', 'ADV')	58	42	13	3	55	5	46	106	16	4	6	25	269	23
('CCONJ', 'CCONJ', 'SCONJ')	1	5	0	0	13	0	0	0	0	1	1	0	0	0
('PRON', 'PART', 'NOUN')	11	13	3	4	26	0	16	14	3	1	0	0	10	7
('PART', 'NOUN', 'VERB')	11	9	2	1	16	1	15	5	2	3	0	3	31	9
('CCONJ', 'VERB', 'NUM')	11	13	0	0	11	0	13	9	1	2	2	3	87	6
('VERB', 'NUM', 'DET')	0	0	0	0	1	0	3	0	0	5	3	1	25	2
('CCONJ', 'PUNCT', 'PRON')	7	20	16	7	36	0	6	22	3	6	2	23	23	4
('PRON', 'CCONJ', 'PART')	5	1	1	0	7	0	0	3	0	0	0	0	3	0
('CCONJ', 'PART', 'ADP')	53	14	1	1	28	0	18	11	6	5	2	11	127	7
('ADP', 'ADP', 'ADJ')	9	10	4	2	16	2	6	24	5	4	2	0	105	32
('AUX', 'PART', 'ADP')	49	26	6	3	24	1	21	30	10	6	1	4	189	13
('PRON', 'NOUN', 'PRON')	15	10	5	4	17	1	14	29	5	1	2	3	70	11
('CCONJ', 'ADP', 'SCONJ')	0	1	1	1	1	0	0	5	1	0	0	0	0	1
('ADJ', 'CCONJ', 'NOUN')	30	53	34	22	39	2	33	77	18	19	4	6	346	55
('ADP', 'CCONJ', 'PRON')	14	23	12	4	17	0	11	49	13	1	2	12	7	4
('ADJ', 'CCONJ', 'AUX')	25	36	4	2	26	1	18	25	10	3	5	9	142	16
('ADV', 'ADV', 'SCONJ')	19	6	13	9	7	1	9	58	43	0	1	3	7	43
('NOUN', 'ADP', 'PART')	18	21	39	14	47	3	15	134	103	0	2	4	135	191
('AUX', 'ADJ', 'ADP')	50	96	15	6	83	5	47	114	54	16	5	17	751	83
('AUX', 'PUNCT', 'PART')	13	18	5	2	25	1	5	3	1	5	1	6	120	3
('NUM', 'PUNCT', 'CCONJ')	0	11	4	0	19	0	3	5	2	2	2	5	143	48
('PRON', 'ADP', 'PART')	24	19	26	10	32	3	11	58	50	2	2	5	7	13
('ADP', 'PART', 'PUNCT')	0	0	1	0	9	0	0	0	0	0	0	0	1	1
('SCONJ', 'NOUN', 'PROPN')	3	11	1	1	55	0	7	17	6	0	4	0	95	29
('CCONJ', 'SCONJ', 'NOUN')	4	8	6	5	53	0	5	21	4	2	1	4	27	13
('AUX', 'PROPN', 'CCONJ')	5	5	2	0	5	0	4	8	4	10	1	12	228	10
('DET', 'PUNCT', 'ADJ')	5	20	8	2	21	3	26	11	5	9	6	52	1559	101
('CCONJ', 'SCONJ', 'ADJ')	0	3	2	0	11	1	4	4	4	0	2	1	22	7
('SCONJ', 'ADJ', 'NOUN')	15	12	5	5	19	2	13	51	24	6	4	1	915	182
('PRON', 'CCONJ', 'NUM')	1	2	1	0	2	1	1	1	0	0	0	1	5	0
('CCONJ', 'NUM', 'ADP')	2	18	1	1	14	0	1	2	6	4	2	0	105	19
('SCONJ', 'ADV', 'ADP')	14	12	24	11	20	1	16	38	27	5	2	8	198	56
('ADJ', 'PROPN', 'DET')	5	7	1	0	24	0	4	3	2	1	0	0	180	16
('AUX', 'CCONJ', 'AUX')	11	24	5	1	59	0	6	13	10	6	3	4	86	10
('ADP', 'DET', 'VERB')	51	14	44	18	42	3	32	100	37	4	1	19	62	63
('DET', 'VERB', 'CCONJ')	14	6	7	2	7	1	9	12	2	0	1	8	3	4
('CCONJ', 'ADP', 'ADJ')	71	56	14	1	80	2	21	31	16	9	8	9	670	35
('ADP', 'ADJ', 'PUNCT')	33	53	44	10	103	2	30	83	14	7	6	15	408	57
('CCONJ', 'PROPN', 'NOUN')	3	6	1	1	3	1	4	5	3	0	0	1	229	19
('PROPN', 'NOUN', 'PUNCT')	31	43	23	19	53	5	51	62	18	2	4	7	1041	191
('INTJ', 'NOUN', 'ADV')	0	7	1	0	1	0	1	2	1	0	1	0	0	0
('SCONJ', 'PROPN', 'DET')	48	39	8	10	40	0	38	19	28	5	4	14	498	40
('ADP', 'ADJ', 'ADP')	6	39	18	5	61	1	8	37	8	3	5	7	209	13
('VERB', 'CCONJ', 'PROPN')	18	26	11	8	16	0	6	23	9	0	1	13	145	11
('PUNCT', 'VERB', 'VERB')	41	76	27	15	41	10	43	65	17	9	1	23	109	36
('AUX', 'ADP', 'ADJ')	45	39	13	1	62	2	27	38	18	9	5	14	1175	65
('ADP', 'ADJ', 'ADJ')	46	37	19	1	58	9	18	56	33	23	3	16	1703	141
('CCONJ', 'VERB', 'PART')	57	54	6	4	34	4	39	26	13	1	2	7	56	3
('PART', 'PRON', 'ADJ')	3	2	1	1	0	0	6	2	3	0	0	1	23	0
('ADJ', 'ADP', 'PART')	5	17	19	3	24	2	2	34	21	0	0	1	6	22
('PROPN', 'ADV', 'PRON')	2	7	3	2	9	0	10	18	8	0	0	2	147	25
('NOUN', 'NOUN', 'PART')	14	17	11	2	49	3	32	29	13	7	4	3	338	48
('PART', 'ADV', 'DET')	37	58	7	1	58	6	29	25	26	6	7	35	632	20
('ADV', 'PROPN', 'CCONJ')	5	6	2	1	17	1	9	10	4	1	0	4	260	11
('CCONJ', 'PUNCT', 'ADJ')	1	3	3	1	9	0	1	5	3	2	0	31	373	4
('VERB', 'ADP', 'CCONJ')	62	80	7	0	105	4	40	33	8	7	2	17	20	11
('PART', 'ADP', 'NUM')	2	4	0	1	3	1	2	9	5	0	0	0	20	2
('PUNCT', 'PART', 'PART')	1	5	0	1	2	0	0	4	1	0	0	0	13	1
('CCONJ', 'CCONJ', 'ADP')	0	2	1	0	10	0	2	0	2	1	1	0	12	0
('VERB', 'AUX', 'ADJ')	6	4	5	2	7	0	5	16	2	2	8	1	52	9
('PART', 'AUX', 'ADJ')	5	1	1	1	2	0	0	0	3	0	0	0	0	0
('ADJ', 'VERB', 'ADV')	16	26	14	2	42	1	21	40	30	8	6	12	231	36
('PRON', 'AUX', 'CCONJ')	29	37	12	2	33	1	24	23	11	4	5	8	55	6
('AUX', 'CCONJ', 'ADJ')	13	24	15	0	17	1	7	8	18	9	3	3	263	3
('PRON', 'ADV', 'PROPN')	29	18	10	3	24	1	9	13	5	0	2	5	225	8
('PROPN', 'PROPN', 'ADJ')	5	30	2	6	26	1	4	14	5	3	6	2	654	62
('ADP', 'DET', 'ADP')	9	12	11	2	17	0	8	25	20	4	2	4	1243	119
('DET', 'ADP', 'DET')	9	16	7	13	20	1	7	19	22	2	3	0	1866	84
('PRON', 'ADJ', 'DET')	9	60	6	3	71	2	26	41	20	7	9	2	331	22
('ADP', 'ADV', 'AUX')	8	18	10	3	23	1	18	13	10	0	2	11	176	16
('PROPN', 'ADP', 'ADV')	3	6	6	1	14	1	10	4	2	3	4	2	390	8
('CCONJ', 'PROPN', 'DET')	38	32	5	2	41	0	18	19	5	8	2	3	308	33
('ADJ', 'PRON', 'ADJ')	1	21	7	2	8	0	6	19	14	2	1	1	66	11
('ADJ', 'PUNCT', 'NUM')	1	12	4	1	5	0	4	2	2	2	1	10	82	10
('CCONJ', 'AUX', 'SCONJ')	0	0	1	0	10	0	1	0	0	0	0	1	1	3
('ADJ', 'ADJ', 'AUX')	23	79	53	10	56	3	15	64	57	23	8	27	691	65
('NOUN', 'NUM', 'ADV')	1	2	0	0	3	1	5	4	0	1	2	2	406	13
('NOUN', 'ADV', 'NUM')	4	13	1	1	21	0	7	11	6	6	1	9	1384	35
('PROPN', 'AUX', 'ADP')	36	51	13	7	93	0	19	50	26	13	4	32	2783	163
('ADV', 'DET', 'VERB')	7	8	15	5	12	0	10	15	3	0	1	1	17	12
('PROPN', 'ADV', 'PART')	10	18	7	4	27	1	7	9	18	1	4	10	520	25
('CCONJ', 'PART', 'DET')	22	7	0	0	8	0	3	0	1	1	2	4	55	1
('PROPN', 'PRON', 'NOUN')	2	7	1	2	1	0	2	5	0	0	1	0	778	18
('CCONJ', 'NOUN', 'PRON')	23	32	8	4	30	0	17	42	8	3	2	6	149	24
('CCONJ', 'NOUN', 'PART')	35	34	8	0	42	2	23	14	14	6	8	9	516	17
('PUNCT', 'PART', 'DET')	9	6	0	0	8	0	5	4	0	2	0	10	35	3
('CCONJ', 'CCONJ', 'DET')	5	20	6	2	32	0	4	9	3	3	1	0	14	1
('CCONJ', 'ADV', 'PART')	34	29	5	4	42	0	18	25	10	10	10	21	166	8
('PRON', 'DET', 'PUNCT')	0	9	2	8	9	0	15	9	1	3	2	14	163	7
('NOUN', 'DET', 'AUX')	0	3	1	1	1	0	0	1	1	0	0	0	3	0
('DET', 'AUX', 'VERB')	2	2	2	0	1	0	1	2	2	0	0	0	2	5
('AUX', 'VERB', 'NOUN')	4	3	1	0	5	0	1	6	1	0	0	0	0	15
('NOUN', 'VERB', 'SCONJ')	2	4	8	2	0	0	5	99	64	0	0	0	14	273
('INTJ', 'VERB', 'PUNCT')	7	15	12	3	5	1	10	17	10	0	0	6	0	0
('ADP', 'PUNCT', 'NUM')	1	5	1	0	6	0	3	3	1	1	2	12	61	4
('AUX', 'DET', 'ADP')	0	2	5	2	10	0	0	1	4	1	0	1	338	11
('DET', 'ADP', 'ADJ')	0	3	1	1	14	0	2	1	2	2	0	1	517	24
('PROPN', 'ADP', 'ADJ')	10	30	3	1	32	0	11	29	12	4	1	3	1217	56
('AUX', 'CCONJ', 'SCONJ')	19	24	5	4	44	3	19	29	10	5	3	23	49	6
('PRON', 'NOUN', 'PROPN')	4	9	2	1	49	1	10	17	4	0	0	2	741	7
('PROPN', 'CCONJ', 'AUX')	17	10	1	1	14	2	5	9	2	3	1	1	103	28
('CCONJ', 'ADJ', 'PRON')	6	23	7	3	6	0	5	10	6	3	2	3	46	2
('PRON', 'ADJ', 'PART')	7	79	12	13	55	2	21	46	49	7	3	14	169	37
('NOUN', 'PROPN', 'PART')	5	6	2	0	33	0	4	2	2	1	3	2	219	13
('AUX', 'PUNCT', 'PROPN')	8	54	13	7	42	0	6	10	5	4	4	5	159	11
('ADP', 'PROPN', 'NUM')	1	0	0	0	3	1	19	21	1	8	3	0	1390	81
('NOUN', 'CCONJ', 'CCONJ')	10	10	3	0	8	0	6	4	4	3	1	4	74	2
('ADJ', 'VERB', 'PROPN')	9	9	2	0	9	0	15	25	21	1	5	6	297	12
('AUX', 'NOUN', 'DET')	40	4	5	4	18	0	6	14	5	1	2	4	438	16
('PUNCT', 'AUX', 'PART')	22	28	2	0	11	1	12	9	3	6	2	14	173	11
('VERB', 'PART', 'NOUN')	7	2	1	1	9	1	10	5	0	0	0	1	4	2
('PART', 'NOUN', 'ADP')	9	3	4	2	13	0	3	6	0	1	0	0	6	13
('VERB', 'ADV', 'PROPN')	12	23	8	1	53	2	9	12	11	2	2	1	457	19
('ADV', 'PROPN', 'ADV')	12	10	6	3	27	0	8	11	14	1	2	8	201	10
('ADV', 'NUM', 'ADP')	0	33	1	0	20	0	5	9	8	6	2	4	404	24
('PART', 'PUNCT', 'ADP')	16	11	5	1	21	1	4	2	2	1	0	8	17	0
('ADP', 'ADJ', 'NUM')	1	4	2	0	10	1	2	3	7	2	0	3	1002	4
('ADJ', 'NUM', 'NOUN')	7	28	5	2	40	3	12	29	21	14	13	14	3440	63
('CCONJ', 'PRON', 'NOUN')	28	16	17	10	46	0	13	49	15	4	3	3	619	15
('CCONJ', 'NUM', 'ADJ')	4	14	1	3	10	0	4	3	5	2	1	7	161	11
('PRON', 'PROPN', 'PART')	1	5	0	0	10	0	5	2	5	1	1	2	64	3
('PROPN', 'PART', 'AUX')	0	1	1	1	4	0	1	1	0	0	0	0	34	12
('PRON', 'CCONJ', 'ADV')	24	13	7	1	21	1	23	39	11	3	1	32	45	4
('NOUN', 'CCONJ', 'PART')	26	13	0	2	16	0	8	6	5	6	2	12	107	3
('PROPN', 'ADJ', 'ADJ')	6	27	3	1	21	1	2	10	10	0	2	6	498	29
('AUX', 'AUX', 'DET')	3	8	1	0	7	1	5	4	1	0	0	4	34	9
('ADP', 'NUM', 'PUNCT')	4	35	5	1	18	3	23	37	8	7	3	8	407	322
('ADJ', 'ADP', 'ADV')	7	38	6	8	34	1	8	51	22	3	5	10	187	11
('ADV', 'DET', 'ADP')	2	4	1	2	2	0	1	3	6	0	0	0	353	10
('DET', 'ADP', 'NOUN')	2	6	8	0	13	0	4	19	14	2	1	3	882	44
('CCONJ', 'DET', 'PUNCT')	5	12	2	0	21	1	10	5	2	7	4	18	199	8
('AUX', 'PROPN', 'ADJ')	4	17	0	2	8	0	2	8	10	2	0	7	449	13
('PROPN', 'ADJ', 'PART')	2	2	0	1	2	0	0	6	1	1	0	0	108	13
('ADJ', 'PART', 'ADJ')	3	26	5	5	21	1	2	18	15	7	4	2	206	19
('PUNCT', 'INTJ', 'PROPN')	18	20	13	11	55	2	20	14	9	3	0	6	0	0
('INTJ', 'PROPN', 'PUNCT')	19	22	18	19	70	2	23	19	11	3	1	8	0	0
('PART', 'PUNCT', 'AUX')	2	9	0	1	18	0	1	3	0	1	1	2	21	1
('PUNCT', 'PROPN', 'ADV')	0	18	4	1	14	0	10	15	2	1	0	6	80	8
('DET', 'PROPN', 'ADJ')	2	8	6	0	8	0	8	13	6	0	3	1	1062	68
('NOUN', 'PROPN', 'NOUN')	5	4	1	0	11	3	19	15	2	3	2	1	430	75
('PROPN', 'NOUN', 'AUX')	17	3	8	0	7	0	14	10	1	2	2	3	466	64
('ADP', 'PUNCT', 'INTJ')	2	5	4	3	9	0	5	13	2	4	0	28	0	0
('VERB', 'AUX', 'ADV')	21	26	11	7	29	4	16	44	18	8	10	16	302	36
('ADV', 'NUM', 'VERB')	0	16	1	1	14	0	7	3	8	6	0	1	113	10
('NUM', 'VERB', 'PUNCT')	3	42	2	2	21	1	12	10	12	16	1	8	1311	84
('CCONJ', 'DET', 'PRON')	35	25	4	4	50	0	2	8	3	2	2	2	28	3
('DET', 'PRON', 'PRON')	4	17	2	2	14	0	4	3	2	1	1	0	7	2
('PROPN', 'PRON', 'PART')	5	19	3	1	20	0	5	7	4	0	0	0	26	12
('DET', 'CCONJ', 'DET')	3	4	1	2	10	0	4	2	0	0	1	2	28	1
('NOUN', 'PRON', 'PRON')	26	28	14	5	31	1	26	137	58	5	5	9	68	87
('AUX', 'ADP', 'PUNCT')	7	17	16	1	11	0	12	7	1	2	0	10	65	7
('PUNCT', 'PRON', 'NUM')	6	14	1	0	7	0	4	2	0	5	0	4	212	12
('NUM', 'PUNCT', 'NOUN')	2	5	1	0	3	2	9	15	5	14	3	8	312	75
('SCONJ', 'PROPN', 'PRON')	57	70	5	7	58	0	42	29	19	2	0	12	221	14
('ADP', 'VERB', 'NOUN')	7	14	8	1	3	1	8	12	12	2	1	2	21	20
('INTJ', 'PRON', 'PUNCT')	5	34	7	2	20	2	1	13	5	2	2	6	0	0
('INTJ', 'ADV', 'DET')	1	2	2	0	3	1	1	10	1	1	0	5	0	0
('PRON', 'PUNCT', 'ADJ')	22	37	13	5	40	5	33	20	13	5	3	18	171	10
('ADP', 'NUM', 'PART')	0	2	0	1	2	0	0	0	1	1	0	1	18	9
('NUM', 'PART', 'VERB')	0	1	0	1	3	0	1	2	4	3	0	1	133	7
('DET', 'VERB', 'AUX')	9	2	6	5	20	0	11	12	8	0	0	1	17	6
('ADJ', 'AUX', 'ADV')	13	29	8	5	31	0	16	21	17	7	9	19	605	37
('DET', 'AUX', 'NOUN')	2	4	0	1	0	0	2	0	0	1	0	0	3	1
('AUX', 'ADJ', 'AUX')	34	24	9	1	34	2	12	9	4	4	3	3	142	12
('ADJ', 'AUX', 'ADP')	8	26	25	12	22	0	19	78	35	7	3	5	204	46
('PART', 'DET', 'ADJ')	24	39	3	0	50	0	13	16	10	2	2	14	294	15
('ADP', 'PUNCT', 'PROPN')	5	50	14	4	48	1	7	51	21	18	4	12	371	54
('PROPN', 'VERB', 'PART')	6	14	3	3	19	0	11	17	19	3	2	8	248	25
('DET', 'PROPN', 'DET')	20	18	4	1	22	0	32	23	8	1	2	0	1110	62
('PROPN', 'PART', 'ADP')	6	9	1	2	18	0	4	7	8	0	2	1	147	13
('AUX', 'VERB', 'PRON')	9	6	10	2	22	1	6	26	15	1	2	2	0	25
('NOUN', 'ADJ', 'DET')	6	29	5	4	32	0	15	11	10	3	9	6	661	15
('PUNCT', 'PART', 'SCONJ')	1	1	1	0	1	0	0	1	2	1	0	1	1	0
('PART', 'SCONJ', 'PRON')	2	3	3	0	1	0	1	32	31	1	0	0	1	11
('ADJ', 'DET', 'NUM')	0	3	1	0	2	0	2	0	0	2	0	1	35	1
('VERB', 'SCONJ', 'DET')	1	5	21	5	3	0	7	102	69	0	0	1	7	437
('NOUN', 'CCONJ', 'PUNCT')	6	9	2	2	18	1	6	18	4	11	2	29	410	14
('CCONJ', 'ADV', 'SCONJ')	5	4	9	6	9	0	12	19	15	1	2	1	42	8
('ADJ', 'CCONJ', 'ADP')	18	39	16	9	52	1	13	29	24	4	6	18	467	18
('AUX', 'PRON', 'PROPN')	15	15	10	2	23	2	13	24	9	3	0	13	525	12
('PRON', 'PROPN', 'ADV')	20	27	9	6	31	0	11	19	19	2	3	20	557	19
('ADV', 'PROPN', 'DET')	12	13	7	2	41	1	1	4	5	0	1	6	158	16
('PUNCT', 'PART', 'VERB')	22	38	15	4	22	2	34	28	21	5	5	23	528	42
('NUM', 'NOUN', 'PART')	10	10	3	0	13	2	3	15	3	3	3	4	362	28
('ADP', 'DET', 'ADV')	11	3	16	4	19	2	7	34	30	6	2	6	1890	51
('ADJ', 'PRON', 'NOUN')	3	27	3	1	17	1	5	25	21	2	2	1	271	14
('DET', 'PRON', 'ADP')	11	28	10	7	31	4	9	14	7	3	1	1	39	17
('ADV', 'NOUN', 'ADJ')	16	26	14	5	18	0	16	33	9	6	6	5	259	19
('AUX', 'PROPN', 'VERB')	27	17	7	2	13	0	20	14	9	3	8	10	274	46
('ADV', 'DET', 'DET')	3	6	4	2	7	1	3	2	1	0	1	3	38	11
('PRON', 'PROPN', 'PUNCT')	21	18	5	3	13	2	34	30	9	5	3	21	233	9
('PRON', 'CCONJ', 'AUX')	23	20	0	3	28	0	12	5	1	2	0	2	6	0
('ADP', 'PROPN', 'ADJ')	14	18	6	1	30	0	13	25	16	5	6	3	2754	96
('PROPN', 'ADJ', 'NUM')	0	1	0	0	1	0	1	0	0	1	0	0	111	4
('PROPN', 'ADP', 'PUNCT')	37	61	16	5	92	0	32	51	29	11	6	13	1771	76
('SCONJ', 'DET', 'PRON')	5	20	2	0	14	1	3	3	2	4	2	2	45	2
('DET', 'PRON', 'DET')	12	10	4	0	15	0	4	2	1	2	0	2	36	2
('PROPN', 'AUX', 'ADJ')	8	66	11	3	46	1	19	47	28	9	7	12	1021	84
('PART', 'PUNCT', 'NOUN')	10	22	1	1	28	0	5	6	5	0	2	13	11	1
('PUNCT', 'INTJ', 'ADV')	13	45	17	2	56	6	17	29	14	2	1	12	0	0
('INTJ', 'ADV', 'PUNCT')	11	49	10	1	35	6	7	14	9	3	5	14	0	0
('PUNCT', 'SCONJ', 'NUM')	1	0	1	1	3	1	1	2	4	3	0	0	129	18
('SCONJ', 'NUM', 'ADJ')	0	0	1	0	1	0	0	1	2	0	0	0	15	9
('VERB', 'AUX', 'DET')	12	17	7	1	21	0	17	18	6	11	2	13	585	68
('INTJ', 'ADJ', 'DET')	1	1	0	0	3	0	3	0	0	0	0	0	0	0
('AUX', 'PUNCT', 'INTJ')	4	20	8	4	20	1	7	4	0	2	0	11	0	0
('ADP', 'NOUN', 'PRON')	27	14	17	1	34	4	30	88	15	1	5	7	296	54
('NOUN', 'CCONJ', 'PROPN')	63	70	19	6	93	5	106	54	19	18	16	37	1984	82
('PUNCT', 'PROPN', 'NOUN')	15	17	7	2	32	1	12	23	10	1	1	4	210	36
('ADJ', 'AUX', 'PART')	0	3	2	0	5	0	2	4	1	0	0	1	28	5
('AUX', 'DET', 'PUNCT')	2	11	0	1	7	0	13	2	0	2	2	17	249	32
('NOUN', 'PRON', 'ADJ')	31	41	17	10	56	1	38	60	23	17	5	10	660	60
('VERB', 'PRON', 'INTJ')	2	0	0	0	1	1	1	1	0	0	0	7	0	0
('PRON', 'INTJ', 'PUNCT')	2	1	1	0	2	1	1	3	0	1	0	8	0	0
('ADV', 'PROPN', 'VERB')	33	13	11	3	19	0	19	19	9	2	1	9	418	27
('NUM', 'ADP', 'NOUN')	2	13	1	1	6	1	6	30	5	9	1	4	369	60
('CCONJ', 'PROPN', 'ADJ')	7	7	0	0	8	0	4	8	5	3	2	1	443	17
('NOUN', 'PRON', 'AUX')	24	23	19	1	32	2	17	23	2	2	7	17	27	36
('PRON', 'NOUN', 'NOUN')	11	17	6	2	26	2	15	28	5	2	1	3	332	15
('PROPN', 'NOUN', 'ADP')	17	14	5	2	14	3	18	47	15	7	6	2	1269	143
('PUNCT', 'ADJ', 'NUM')	1	1	0	0	2	0	1	4	1	0	0	1	127	2
('PROPN', 'AUX', 'PUNCT')	46	34	8	11	77	3	60	34	15	5	4	15	432	44
('ADP', 'ADP', 'PROPN')	11	17	8	4	16	2	15	38	8	4	1	4	58	42
('PART', 'ADJ', 'CCONJ')	25	32	7	1	41	3	23	24	14	5	6	11	73	10
('CCONJ', 'NUM', 'PUNCT')	2	10	1	0	5	0	4	5	5	3	0	3	157	30
('PUNCT', 'NUM', 'VERB')	0	7	2	0	1	1	3	1	1	2	3	1	13	5
('NUM', 'VERB', 'ADV')	0	7	2	1	2	1	0	9	2	4	0	0	168	28
('PUNCT', 'ADP', 'PUNCT')	6	11	20	6	17	2	11	53	7	25	1	55	510	23
('VERB', 'NOUN', 'DET')	75	15	14	4	24	2	37	27	11	1	1	11	372	33
('AUX', 'PROPN', 'DET')	14	18	5	3	29	1	16	17	8	5	4	15	1190	60
('NOUN', 'NOUN', 'SCONJ')	0	1	3	0	1	0	1	14	11	0	0	0	0	36
('NOUN', 'SCONJ', 'PRON')	4	6	43	19	2	3	12	184	132	0	0	2	7	133
('SCONJ', 'PROPN', 'CCONJ')	8	7	2	0	7	0	3	9	6	0	0	9	117	21
('VERB', 'DET', 'PUNCT')	4	6	2	15	8	0	19	14	2	3	2	18	177	26
('PUNCT', 'NOUN', 'ADV')	42	23	24	3	34	2	42	40	15	7	4	27	153	15
('CCONJ', 'AUX', 'CCONJ')	0	3	2	0	3	0	0	1	4	0	0	3	26	0
('PROPN', 'PUNCT', 'PART')	1	5	2	0	7	0	0	4	4	0	1	3	159	12
('NOUN', 'ADV', 'PROPN')	3	3	3	1	4	0	1	5	14	0	0	6	125	40
('AUX', 'AUX', 'AUX')	0	1	1	1	5	0	0	1	2	0	1	0	40	25
('NOUN', 'DET', 'CCONJ')	1	2	0	1	2	0	1	0	1	0	1	1	22	1
('DET', 'CCONJ', 'VERB')	1	1	0	1	2	0	0	0	0	0	0	0	3	0
('DET', 'ADV', 'VERB')	11	1	8	3	3	0	10	15	6	0	0	3	23	19
('DET', 'ADJ', 'DET')	27	20	3	2	15	1	15	7	12	3	3	2	202	33
('ADV', 'NUM', 'PUNCT')	7	32	5	1	14	0	4	9	3	2	1	9	144	18
('NUM', 'PUNCT', 'PRON')	2	29	2	0	11	0	3	7	1	5	1	6	201	19
('PUNCT', 'AUX', 'NUM')	1	4	0	2	5	0	3	2	0	6	0	3	57	14
